Food Name,Field Changed,Old Value,New Value,Reference Page (IFCT),Reason,Confidence
Chat Masala,sugar_g,8.3,0.55,N/A,Scaled to 10g,100%
Kashmiri Masala,serving_size_g,150.0,10,N/A,Realistic condiment/spice serving size,100%
Kashmiri Masala,serving_size_g,150.0,10.0,N/A,Scaled to 10g,100%
Kashmiri Masala,calories_kcal,972.0,64.8,N/A,Scaled to 10g,100%
Kashmiri Masala,protein_g,19.8,1.32,N/A,Scaled to 10g,100%
Kashmiri Masala,carbohydrates_g,55.64,3.71,N/A,Scaled to 10g,100%
Kashmiri Masala,fat_g,74.57,4.97,N/A,Scaled to 10g,100%
Kashmiri Masala,fiber_g,12.8,0.85,N/A,Scaled to 10g,100%
Kashmiri Masala,sugar_g,7.9,0.53,N/A,Scaled to 10g,100%
Rasam Powder (Rasam Masala),serving_size_g,150.0,10,N/A,Realistic condiment/spice serving size,100%
Rasam Powder (Rasam Masala),serving_size_g,150.0,10.0,N/A,Scaled to 10g,100%
Rasam Powder (Rasam Masala),calories_kcal,669.0,44.6,N/A,Scaled to 10g,100%
Rasam Powder (Rasam Masala),protein_g,30.1,2.01,N/A,Scaled to 10g,100%
Rasam Powder (Rasam Masala),carbohydrates_g,63.0,4.2,N/A,Scaled to 10g,100%
Rasam Powder (Rasam Masala),fat_g,29.5,1.97,N/A,Scaled to 10g,100%
Rasam Powder (Rasam Masala),fiber_g,18.0,1.2,N/A,Scaled to 10g,100%
Rasam Powder (Rasam Masala),sugar_g,8.7,0.58,N/A,Scaled to 10g,100%
Sambar Powder (Sambar Masala),serving_size_g,150.0,10,N/A,Realistic condiment/spice serving size,100%
Sambar Powder (Sambar Masala),serving_size_g,150.0,10.0,N/A,Scaled to 10g,100%
Sambar Powder (Sambar Masala),calories_kcal,743.0,49.53,N/A,Scaled to 10g,100%
Sambar Powder (Sambar Masala),protein_g,31.2,2.08,N/A,Scaled to 10g,100%
Sambar Powder (Sambar Masala),carbohydrates_g,58.4,3.89,N/A,Scaled to 10g,100%
Sambar Powder (Sambar Masala),fat_g,39.0,2.6,N/A,Scaled to 10g,100%
Sambar Powder (Sambar Masala),fiber_g,11.2,0.75,N/A,Scaled to 10g,100%
Sambar Powder (Sambar Masala),sugar_g,8.2,0.55,N/A,Scaled to 10g,100%
Bread Sauce,serving_size_g,150.0,15,N/A,Realistic condiment/spice serving size,100%
Bread Sauce,serving_size_g,150.0,15.0,N/A,Scaled to 15g,100%
Bread Sauce,calories_kcal,166.0,16.6,N/A,Scaled to 15g,100%
Bread Sauce,protein_g,5.2,0.52,N/A,Scaled to 15g,100%
Bread Sauce,carbohydrates_g,13.0,1.3,N/A,Scaled to 15g,100%
Bread Sauce,fat_g,10.6,1.06,N/A,Scaled to 15g,100%
Bread Sauce,fiber_g,2.0,0.2,N/A,Scaled to 15g,100%
Bread Sauce,sugar_g,1.5,0.15,N/A,Scaled to 15g,100%
Green Chilli Sauce,serving_size_g,150.0,15,N/A,Realistic condiment/spice serving size,100%
Green Chilli Sauce,serving_size_g,150.0,15.0,N/A,Scaled to 15g,100%
Green Chilli Sauce,calories_kcal,111.0,11.1,N/A,Scaled to 15g,100%
Green Chilli Sauce,protein_g,3.8,0.38,N/A,Scaled to 15g,100%
Green Chilli Sauce,carbohydrates_g,22.1,2.21,N/A,Scaled to 15g,100%
Green Chilli Sauce,fat_g,0.8,0.08,N/A,Scaled to 15g,100%
Green Chilli Sauce,fiber_g,3.8,0.38,N/A,Scaled to 15g,100%
Green Chilli Sauce,sugar_g,3.2,0.32,N/A,Scaled to 15g,100%
Hot Cherry Sauce,serving_size_g,150.0,15,N/A,Realistic condiment/spice serving size,100%
Hot Cherry Sauce,serving_size_g,150.0,15.0,N/A,Scaled to 15g,100%
Hot Cherry Sauce,calories_kcal,631.0,63.1,N/A,Scaled to 15g,100%
Hot Cherry Sauce,protein_g,0.26,0.03,N/A,Scaled to 15g,100%
Hot Cherry Sauce,carbohydrates_g,149.56,14.96,N/A,Scaled to 15g,100%
Hot Cherry Sauce,fat_g,0.18,0.02,N/A,Scaled to 15g,100%
Hot Cherry Sauce,fiber_g,44.7,4.47,N/A,Scaled to 15g,100%
Hot Cherry Sauce,sugar_g,17.5,1.75,N/A,Scaled to 15g,100%
Tomato Chutney (Tamatar Ki Chutney),serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Tomato Chutney (Tamatar Ki Chutney),serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Tomato Chutney (Tamatar Ki Chutney),calories_kcal,440.0,88.0,N/A,Scaled to 30g,100%
Tomato Chutney (Tamatar Ki Chutney),protein_g,2.4,0.48,N/A,Scaled to 30g,100%
Tomato Chutney (Tamatar Ki Chutney),carbohydrates_g,79.6,15.92,N/A,Scaled to 30g,100%
Tomato Chutney (Tamatar Ki Chutney),fat_g,15.0,3.0,N/A,Scaled to 30g,100%
Tomato Chutney (Tamatar Ki Chutney),fiber_g,15.3,3.06,N/A,Scaled to 30g,100%
Tomato Chutney (Tamatar Ki Chutney),sugar_g,15.1,3.02,N/A,Scaled to 30g,100%
Bengal 5 Spice Blend (Panch Phoran),serving_size_g,150.0,10,N/A,Realistic condiment/spice serving size,100%
Bengal 5 Spice Blend (Panch Phoran),serving_size_g,150.0,10.0,N/A,Scaled to 10g,100%
Bengal 5 Spice Blend (Panch Phoran),calories_kcal,875.0,58.33,N/A,Scaled to 10g,100%
Bengal 5 Spice Blend (Panch Phoran),protein_g,45.37,3.02,N/A,Scaled to 10g,100%
Bengal 5 Spice Blend (Panch Phoran),carbohydrates_g,49.64,3.31,N/A,Scaled to 10g,100%
Bengal 5 Spice Blend (Panch Phoran),fat_g,55.0,3.67,N/A,Scaled to 10g,100%
Bengal 5 Spice Blend (Panch Phoran),fiber_g,12.3,0.82,N/A,Scaled to 10g,100%
Bengal 5 Spice Blend (Panch Phoran),sugar_g,5.4,0.36,N/A,Scaled to 10g,100%
Chana Masala (Low Oil),serving_size_g,150.0,10,N/A,Realistic condiment/spice serving size,100%
Chana Masala (Low Oil),serving_size_g,150.0,10.0,N/A,Scaled to 10g,100%
Chana Masala (Low Oil),calories_kcal,220.0,14.67,N/A,Scaled to 10g,100%
Chana Masala (Low Oil),protein_g,12.0,0.8,N/A,Scaled to 10g,100%
Chana Masala (Low Oil),carbohydrates_g,35.0,2.33,N/A,Scaled to 10g,100%
Chana Masala (Low Oil),fat_g,5.0,0.33,N/A,Scaled to 10g,100%
Chana Masala (Low Oil),fiber_g,4.6,0.31,N/A,Scaled to 10g,100%
Chana Masala (Low Oil),sugar_g,5.6,0.37,N/A,Scaled to 10g,100%
Masala Oats (Small Bowl),serving_size_g,150.0,10,N/A,Realistic condiment/spice serving size,100%
Masala Oats (Small Bowl),serving_size_g,150.0,10.0,N/A,Scaled to 10g,100%
Masala Oats (Small Bowl),calories_kcal,130.0,8.67,N/A,Scaled to 10g,100%
Masala Oats (Small Bowl),protein_g,5.0,0.33,N/A,Scaled to 10g,100%
Masala Oats (Small Bowl),carbohydrates_g,22.0,1.47,N/A,Scaled to 10g,100%
Masala Oats (Small Bowl),fat_g,3.0,0.2,N/A,Scaled to 10g,100%
Masala Oats (Small Bowl),fiber_g,2.3,0.15,N/A,Scaled to 10g,100%
Masala Oats (Small Bowl),sugar_g,3.2,0.21,N/A,Scaled to 10g,100%
Diet Masala Arbi,serving_size_g,150.0,10,N/A,Realistic condiment/spice serving size,100%
Diet Masala Arbi,serving_size_g,150.0,10.0,N/A,Scaled to 10g,100%
Diet Masala Arbi,calories_kcal,463.0,30.87,N/A,Scaled to 10g,100%
Diet Masala Arbi,protein_g,7.5,0.5,N/A,Scaled to 10g,100%
Diet Masala Arbi,carbohydrates_g,40.4,2.69,N/A,Scaled to 10g,100%
Diet Masala Arbi,fat_g,29.8,1.99,N/A,Scaled to 10g,100%
Diet Masala Arbi,fiber_g,6.5,0.43,N/A,Scaled to 10g,100%
Diet Masala Arbi,sugar_g,3.3,0.22,N/A,Scaled to 10g,100%
Tandoori (No Butter) Mint And Coriander Chutney (Pudinay Aur Dhaniye Ki Chutney),serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Tandoori (No Butter) Mint And Coriander Chutney (Pudinay Aur Dhaniye Ki Chutney),serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Tandoori (No Butter) Mint And Coriander Chutney (Pudinay Aur Dhaniye Ki Chutney),calories_kcal,153.0,30.6,N/A,Scaled to 30g,100%
Tandoori (No Butter) Mint And Coriander Chutney (Pudinay Aur Dhaniye Ki Chutney),protein_g,4.2,0.84,N/A,Scaled to 30g,100%
Tandoori (No Butter) Mint And Coriander Chutney (Pudinay Aur Dhaniye Ki Chutney),carbohydrates_g,31.8,6.36,N/A,Scaled to 30g,100%
Tandoori (No Butter) Mint And Coriander Chutney (Pudinay Aur Dhaniye Ki Chutney),fat_g,0.8,0.16,N/A,Scaled to 30g,100%
Tandoori (No Butter) Mint And Coriander Chutney (Pudinay Aur Dhaniye Ki Chutney),fiber_g,5.3,1.06,N/A,Scaled to 30g,100%
Tandoori (No Butter) Mint And Coriander Chutney (Pudinay Aur Dhaniye Ki Chutney),sugar_g,3.1,0.62,N/A,Scaled to 30g,100%
Masala Chai (Low Sugar),serving_size_g,150.0,10,N/A,Realistic condiment/spice serving size,100%
Masala Chai (Low Sugar),serving_size_g,150.0,10.0,N/A,Scaled to 10g,100%
Masala Chai (Low Sugar),calories_kcal,463.0,30.87,N/A,Scaled to 10g,100%
Masala Chai (Low Sugar),protein_g,7.5,0.5,N/A,Scaled to 10g,100%
Masala Chai (Low Sugar),carbohydrates_g,40.4,2.69,N/A,Scaled to 10g,100%
Masala Chai (Low Sugar),fat_g,29.8,1.99,N/A,Scaled to 10g,100%
Masala Chai (Low Sugar),fiber_g,1.1,0.07,N/A,Scaled to 10g,100%
Masala Chai (Low Sugar),sugar_g,0.9,0.06,N/A,Scaled to 10g,100%
Ridge Gourd Chutney,serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Ridge Gourd Chutney,serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Ridge Gourd Chutney,calories_kcal,59.0,11.8,N/A,Scaled to 30g,100%
Ridge Gourd Chutney,protein_g,2.0,0.4,N/A,Scaled to 30g,100%
Ridge Gourd Chutney,carbohydrates_g,6.0,1.2,N/A,Scaled to 30g,100%
Ridge Gourd Chutney,fat_g,3.0,0.6,N/A,Scaled to 30g,100%
Ridge Gourd Chutney,fiber_g,1.3,0.26,N/A,Scaled to 30g,100%
Ridge Gourd Chutney,sugar_g,1.0,0.2,N/A,Scaled to 30g,100%
Authentic Ridge Gourd Chutney,serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Authentic Ridge Gourd Chutney,serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Authentic Ridge Gourd Chutney,calories_kcal,59.0,11.8,N/A,Scaled to 30g,100%
Authentic Ridge Gourd Chutney,protein_g,2.0,0.4,N/A,Scaled to 30g,100%
Authentic Ridge Gourd Chutney,carbohydrates_g,6.0,1.2,N/A,Scaled to 30g,100%
Authentic Ridge Gourd Chutney,fat_g,3.0,0.6,N/A,Scaled to 30g,100%
Authentic Ridge Gourd Chutney,fiber_g,0.6,0.12,N/A,Scaled to 30g,100%
Authentic Ridge Gourd Chutney,sugar_g,0.3,0.06,N/A,Scaled to 30g,100%
Farm Fresh Ridge Gourd Chutney,serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Farm Fresh Ridge Gourd Chutney,serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Farm Fresh Ridge Gourd Chutney,calories_kcal,59.0,11.8,N/A,Scaled to 30g,100%
Farm Fresh Ridge Gourd Chutney,protein_g,2.0,0.4,N/A,Scaled to 30g,100%
Farm Fresh Ridge Gourd Chutney,carbohydrates_g,6.0,1.2,N/A,Scaled to 30g,100%
Farm Fresh Ridge Gourd Chutney,fat_g,3.0,0.6,N/A,Scaled to 30g,100%
Farm Fresh Ridge Gourd Chutney,fiber_g,0.7,0.14,N/A,Scaled to 30g,100%
Farm Fresh Ridge Gourd Chutney,sugar_g,0.5,0.1,N/A,Scaled to 30g,100%
Plain Omelette/Omelette,calories_kcal,681.0,270.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Plain Omelette/Omelette,protein_g,24.2,18.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Plain Omelette/Omelette,carbohydrates_g,1.6,3.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Plain Omelette/Omelette,fat_g,64.4,21.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Plain Omelette/Omelette,fiber_g,0.0,0.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Stuffed Egg Omelette/Omelette,calories_kcal,508.0,270.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Stuffed Egg Omelette/Omelette,protein_g,21.5,18.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Stuffed Egg Omelette/Omelette,carbohydrates_g,5.8,3.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Stuffed Egg Omelette/Omelette,fat_g,44.4,21.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Stuffed Egg Omelette/Omelette,fiber_g,0.7,0.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Egg Drop Soup,calories_kcal,534.0,60.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Broth",95%
Egg Drop Soup,protein_g,38.8,6.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Broth",95%
Egg Drop Soup,carbohydrates_g,3.3,1.5,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Broth",95%
Egg Drop Soup,fat_g,40.6,3.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Broth",95%
Egg Drop Soup,fiber_g,0.0,0.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Broth",95%
Poha,calories_kcal,736.0,519.0,"Table 1, p40",Deviated >20% from IFCT Rice flakes (A011),95%
Poha,protein_g,15.2,9.9,"Table 1, p40",Deviated >20% from IFCT Rice flakes (A011),95%
Poha,carbohydrates_g,87.6,115.95,"Table 1, p40",Deviated >20% from IFCT Rice flakes (A011),95%
Poha,fat_g,35.4,1.8,"Table 1, p40",Deviated >20% from IFCT Rice flakes (A011),95%
Poha,fiber_g,16.0,1.05,"Table 1, p40",Deviated >20% from IFCT Rice flakes (A011),95%
French Omelette/Omelette,calories_kcal,527.0,270.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
French Omelette/Omelette,protein_g,25.1,18.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
French Omelette/Omelette,carbohydrates_g,1.0,3.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
French Omelette/Omelette,fat_g,47.2,21.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
French Omelette/Omelette,fiber_g,0.0,0.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Puffy Omelette/Omelette,calories_kcal,470.0,270.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Puffy Omelette/Omelette,protein_g,22.0,18.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Puffy Omelette/Omelette,carbohydrates_g,0.2,3.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Puffy Omelette/Omelette,fat_g,42.1,21.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Puffy Omelette/Omelette,fiber_g,0.0,0.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Orange Omelette/Omelette,calories_kcal,486.0,270.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Orange Omelette/Omelette,protein_g,22.3,18.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Orange Omelette/Omelette,carbohydrates_g,4.2,3.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Orange Omelette/Omelette,fat_g,42.1,21.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Orange Omelette/Omelette,fiber_g,0.0,0.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Cheese And Mushroom Omelette/Omelette,calories_kcal,514.0,270.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Cheese And Mushroom Omelette/Omelette,protein_g,24.2,18.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Cheese And Mushroom Omelette/Omelette,carbohydrates_g,4.2,3.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Cheese And Mushroom Omelette/Omelette,fat_g,44.6,21.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Cheese And Mushroom Omelette/Omelette,fiber_g,0.0,0.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Spanish Omelette/Omelette,calories_kcal,393.0,270.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Spanish Omelette/Omelette,protein_g,20.6,18.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Spanish Omelette/Omelette,carbohydrates_g,12.8,3.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Spanish Omelette/Omelette,fat_g,28.6,21.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Spanish Omelette/Omelette,fiber_g,2.4,0.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Appam,calories_kcal,669.0,270.0,"Table 1, p40","Deviated >20% from IFCT Rice, raw (A015) + Coconut milk",95%
Appam,protein_g,7.8,4.5,"Table 1, p40","Deviated >20% from IFCT Rice, raw (A015) + Coconut milk",95%
Appam,carbohydrates_g,33.2,52.5,"Table 1, p40","Deviated >20% from IFCT Rice, raw (A015) + Coconut milk",95%
Appam,fat_g,56.6,4.5,"Table 1, p40","Deviated >20% from IFCT Rice, raw (A015) + Coconut milk",95%
Appam,fiber_g,5.0,1.5,"Table 1, p40","Deviated >20% from IFCT Rice, raw (A015) + Coconut milk",95%
Sprouts Upma,calories_kcal,790.0,210.0,"Table 2, p56","Deviated >20% from IFCT Green gram, whole (B013) + Semolina (A022)",95%
Sprouts Upma,protein_g,22.0,9.0,"Table 2, p56","Deviated >20% from IFCT Green gram, whole (B013) + Semolina (A022)",95%
Sprouts Upma,carbohydrates_g,103.88,33.0,"Table 2, p56","Deviated >20% from IFCT Green gram, whole (B013) + Semolina (A022)",95%
Sprouts Upma,fat_g,24.12,4.5,"Table 2, p56","Deviated >20% from IFCT Green gram, whole (B013) + Semolina (A022)",95%
Sprouts Upma,fiber_g,19.0,6.0,"Table 2, p56","Deviated >20% from IFCT Green gram, whole (B013) + Semolina (A022)",95%
Corn Omelette/Omelette,calories_kcal,417.0,270.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Corn Omelette/Omelette,protein_g,28.4,18.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Corn Omelette/Omelette,carbohydrates_g,3.9,3.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Corn Omelette/Omelette,fat_g,32.2,21.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Corn Omelette/Omelette,fiber_g,0.0,0.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Oil",95%
Cabbage Manchurian (Cabbage Manchurian),calories_kcal,560.0,240.0,"Table 4, p88",Deviated >20% from IFCT Cabbage (D006) + Flour + Oil,95%
Cabbage Manchurian (Cabbage Manchurian),protein_g,1.6,4.5,"Table 4, p88",Deviated >20% from IFCT Cabbage (D006) + Flour + Oil,95%
Cabbage Manchurian (Cabbage Manchurian),carbohydrates_g,12.1,22.5,"Table 4, p88",Deviated >20% from IFCT Cabbage (D006) + Flour + Oil,95%
Cabbage Manchurian (Cabbage Manchurian),fat_g,56.2,15.0,"Table 4, p88",Deviated >20% from IFCT Cabbage (D006) + Flour + Oil,95%
Cabbage Manchurian (Cabbage Manchurian),fiber_g,1.8,3.0,"Table 4, p88",Deviated >20% from IFCT Cabbage (D006) + Flour + Oil,95%
Gobi 65,calories_kcal,695.0,360.0,"Table 4, p88",Deviated >20% from IFCT Cauliflower (D008) + Batter + Deep Fry,95%
Gobi 65,protein_g,1.4,6.0,"Table 4, p88",Deviated >20% from IFCT Cauliflower (D008) + Batter + Deep Fry,95%
Gobi 65,carbohydrates_g,9.0,27.0,"Table 4, p88",Deviated >20% from IFCT Cauliflower (D008) + Batter + Deep Fry,95%
Gobi 65,fat_g,72.8,25.5,"Table 4, p88",Deviated >20% from IFCT Cauliflower (D008) + Batter + Deep Fry,95%
Gobi 65,fiber_g,2.4,3.0,"Table 4, p88",Deviated >20% from IFCT Cauliflower (D008) + Batter + Deep Fry,95%
Spicy Egg Drop Soup,calories_kcal,534.0,60.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Broth",95%
Spicy Egg Drop Soup,protein_g,38.8,6.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Broth",95%
Spicy Egg Drop Soup,carbohydrates_g,3.3,1.5,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Broth",95%
Spicy Egg Drop Soup,fat_g,40.6,3.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Broth",95%
Spicy Egg Drop Soup,fiber_g,0.0,0.0,"Table 12, p216","Deviated >20% from IFCT Egg, hen, whole (L002) + Broth",95%
Tandoori (No Butter) Cabbage Manchurian (Cabbage Manchurian),calories_kcal,561.0,240.0,"Table 4, p88",Deviated >20% from IFCT Cabbage (D006) + Flour + Oil,95%
Tandoori (No Butter) Cabbage Manchurian (Cabbage Manchurian),protein_g,1.6,4.5,"Table 4, p88",Deviated >20% from IFCT Cabbage (D006) + Flour + Oil,95%
Tandoori (No Butter) Cabbage Manchurian (Cabbage Manchurian),carbohydrates_g,12.1,22.5,"Table 4, p88",Deviated >20% from IFCT Cabbage (D006) + Flour + Oil,95%
Tandoori (No Butter) Cabbage Manchurian (Cabbage Manchurian),fat_g,56.2,15.0,"Table 4, p88",Deviated >20% from IFCT Cabbage (D006) + Flour + Oil,95%
Tandoori (No Butter) Cabbage Manchurian (Cabbage Manchurian),fiber_g,1.8,3.0,"Table 4, p88",Deviated >20% from IFCT Cabbage (D006) + Flour + Oil,95%
