name,calories,protein,fat,carbohydrate,goal
"Spices, dried, coriander leaf",279,21.93,4.78,52.1,Muscle Gain
"Lemon grass (citronella), raw",99,1.82,0.49,25.31,Weight Loss
"Fish, raw, Atlantic, mackerel",205,18.6,13.89,0.0,Muscle Gain
"Quail, raw, meat only, breast",123,22.59,2.99,0.0,Muscle Gain
"McDONALD'S, Hot Mustard Sauce",190,2.6,7.31,29.08,Weight Loss
Pulled pork in barbecue sauce,168,13.19,4.42,18.74,Weight Loss
"Veal, broiled, cooked, ground",172,24.38,7.56,0.0,Muscle Gain
"Bison, raw, grass-fed, ground",146,20.23,7.21,0.05,Muscle Gain
"McDONALD'S, Chicken McNUGGETS",302,15.79,19.81,15.09,Muscle Gain
"Currants, raw, european black",63,1.4,0.41,15.38,Weight Loss
"Pineapple, all varieties, raw",50,0.54,0.12,13.12,Weight Loss
"Fish, raw, Atlantic, wolffish",96,17.5,2.39,0.0,Muscle Gain
"Leavening agents, baking soda",0,0.0,0.0,0.0,Weight Loss
"Asparagus, unprepared, frozen",24,3.23,0.23,4.1,Weight Loss
"Ice creams, light, chocolate",187,5.0,7.19,25.7,Weight Loss
"Apples, with skin, gala, raw",57,0.25,0.12,13.68,Weight Loss
"Fish, dry heat, cooked, ling",111,24.35,0.82,0.0,Muscle Gain
"Fish, dry heat, cooked, cusk",112,24.35,0.88,0.0,Muscle Gain
"Babyfood, junior, beef, meat",81,12.03,2.52,2.43,Weight Loss
"Tree fern, with salt, cooked",40,0.29,0.07,10.78,Weight Loss
"Pheasant, meat and skin, raw",181,22.7,9.29,0.0,Muscle Gain
"Squash, raw, hubbard, winter",40,2.0,0.5,8.7,Weight Loss
"Rambutan, syrup pack, canned",82,0.65,0.21,20.87,Weight Loss
"Fish, raw, Atlantic, herring",158,17.96,9.04,0.0,Muscle Gain
"DENNY'S, golden fried shrimp",319,13.88,20.01,20.93,Maintain
"McDONALD'S, Hot Fudge Sundae",186,4.14,5.91,30.05,Weight Loss
"Fish, raw, spanish, mackerel",139,19.29,6.3,0.0,Muscle Gain
"USDA Commodity, canned, pork",196,19.4,12.95,0.59,Muscle Gain
Orange Pineapple Juice Blend,51,0.41,0.08,12.2,Weight Loss
"Beverages, hard cider, AMBER",56,0.0,0.0,5.92,Weight Loss
"Babyfood, apple-banana juice",51,0.2,0.1,12.3,Weight Loss
"ON THE BORDER, refried beans",144,7.3,5.0,17.52,Weight Loss
"Ground turkey, raw, fat free",112,23.57,1.95,0.0,Muscle Gain
"USDA Commodity, canned, beef",246,20.52,17.57,0.0,Muscle Gain
"Cockles, raw (Alaska Native)",79,13.5,0.7,4.7,Weight Loss
"Yogurt, lowfat, plain, Greek",73,9.95,1.92,3.94,Weight Loss
"Apples, with skin, fuji, raw",63,0.2,0.18,15.22,Weight Loss
"Peppers, canned, hot pickled",22,0.8,0.4,4.56,Weight Loss
"Lettuce, raw, cos or romaine",17,1.23,0.3,3.29,Weight Loss
"Game meat, raw, ground, deer",157,21.78,7.13,0.0,Muscle Gain
"Cheese, reduced fat, cheddar",309,27.35,20.41,4.06,Muscle Gain
"Mothbeans, raw, mature seeds",343,22.94,1.61,61.52,Muscle Gain
"Beef, raw, ground, grass-fed",198,19.42,12.73,0.0,Muscle Gain
"Cranberry juice, unsweetened",46,0.39,0.13,12.2,Weight Loss
"Ostrich, cooked, tip trimmed",145,28.49,2.57,0.0,Muscle Gain
"Sweet potato, mashed, canned",101,1.98,0.2,23.19,Weight Loss
"Sausage, smoked, hot, turkey",158,15.05,8.75,4.65,Muscle Gain
"Pastrami, 98% fat-free, beef",95,19.6,1.16,1.54,Muscle Gain
"Fish, dry heat, cooked, scup",135,24.21,3.5,0.0,Muscle Gain
"Fish, dry heat, cooked, spot",158,23.73,6.28,0.0,Muscle Gain
"Babyfood, junior, lamb, meat",112,15.2,5.2,0.0,Muscle Gain
"Fish, dry heat, cooked, carp",162,22.86,7.17,0.0,Muscle Gain
"Fish, raw, european, anchovy",131,20.35,4.84,0.0,Muscle Gain
"Game meat, raw, wild, rabbit",114,21.79,2.32,0.0,Muscle Gain
"PACE, Dry Taco Seasoning Mix",188,0.0,0.0,56.29,Weight Loss
"Alfalfa seeds, raw, sprouted",23,3.99,0.69,2.1,Weight Loss
"Squash, raw (Navajo), Indian",26,0.52,0.2,5.64,Weight Loss
"Fish, raw, Atlantic, croaker",104,17.78,3.17,0.0,Muscle Gain
"SMART SOUP, Greek Minestrone",40,1.7,0.53,8.4,Weight Loss
"Cream, lowfat, half and half",72,3.33,5.0,3.33,Weight Loss
"Babyfood, mixed fruit, juice",47,0.1,0.1,11.7,Weight Loss
"Milk shakes, thick chocolate",119,3.05,2.7,21.15,Weight Loss
"Grapefruit juice, raw, white",39,0.5,0.1,9.2,Weight Loss
"Fish, raw, Atlantic, pollock",92,19.44,0.98,0.0,Muscle Gain
"McDONALD'S, Sausage McMUFFIN",333,12.66,21.06,24.52,Maintain
HEALTHY REQUEST Tomato juice,21,0.82,0.0,4.53,Weight Loss
"Soup, dry, cubed, beef broth",170,17.3,4.0,16.1,Muscle Gain
"Puddings, ready-to-eat, rice",108,3.23,2.15,18.39,Weight Loss
"Seeds, raw, breadfruit seeds",191,7.4,5.59,29.24,Weight Loss
"Mushrooms, stir-fried, white",26,3.58,0.33,4.04,Weight Loss
"Sauce, thin, white, homemade",105,3.77,6.73,7.4,Weight Loss
"Sauce, ready-to-serve, salsa",29,1.52,0.17,6.64,Weight Loss
"Peppers, raw, red, hot chili",40,1.87,0.44,8.81,Weight Loss
"Squash, raw, scallop, summer",18,1.2,0.2,3.84,Weight Loss
"Currants, raw, red and white",56,1.4,0.2,13.8,Weight Loss
"Crustaceans, raw, blue, crab",87,18.06,1.08,0.04,Muscle Gain
"Pie fillings, cherry, canned",115,0.37,0.07,28.0,Weight Loss
"Yogurt, nonfat, plain, Greek",59,10.19,0.39,3.6,Weight Loss
"Seeds, low-fat, sesame flour",333,50.14,1.75,35.51,Muscle Gain
"Mushrooms, microwaved, white",35,3.91,0.46,6.04,Weight Loss
"Beverages, AMP, Energy drink",46,0.25,0.08,12.08,Weight Loss
SILK Black Cherry soy yogurt,88,2.35,1.18,17.06,Weight Loss
"Beverages, well, tap, water",0,0.0,0.0,0.0,Weight Loss
"Chrysanthemum, raw, garland",24,3.36,0.56,3.02,Weight Loss
"Stew, moose (Alaska Native)",55,6.6,0.5,6.0,Weight Loss
"Grapefruit juice, raw, pink",39,0.5,0.1,9.2,Weight Loss
"Babyfood, junior, ham, meat",97,11.3,3.8,3.7,Weight Loss
"Radish seeds, raw, sprouted",43,3.81,2.53,3.6,Weight Loss
"MORI-NU, firm, silken, Tofu",62,6.9,2.7,2.4,Weight Loss
"MORI-NU, soft, silken, Tofu",55,4.8,2.7,2.9,Weight Loss
"Turkey, raw, giblets, whole",124,18.18,5.09,0.07,Muscle Gain
"Corn pudding, home prepared",131,4.42,5.04,16.97,Weight Loss
"Beef sausage, cooked, fresh",332,18.21,27.98,0.35,Muscle Gain
"Radishes, raw, white icicle",14,1.1,0.1,2.63,Weight Loss
"Vinespinach, raw, (basella)",19,1.8,0.3,3.4,Weight Loss
"Stew, steamed corn (Navajo)",112,8.82,3.75,10.8,Weight Loss
"Ostrich, raw, outside strip",120,23.36,2.21,0.0,Muscle Gain
"Milk, fluid, indian buffalo",97,3.75,6.89,5.18,Weight Loss
"ON THE BORDER, Mexican rice",195,3.56,4.86,34.15,Weight Loss
"Mushrooms, raw, Chanterelle",38,1.49,0.53,6.86,Weight Loss
"CHICK-FIL-A, Chick-n-Strips",228,21.4,11.2,10.39,Muscle Gain
"Edamame, unprepared, frozen",109,11.22,4.73,7.61,Weight Loss
"Mollusks, raw, blue, mussel",86,11.9,2.24,3.69,Weight Loss
"Quail, total edible, cooked",227,25.1,14.1,0.0,Muscle Gain
"LEAN POCKETS, Ham N Cheddar",230,10.28,6.53,32.52,Maintain
"Sauce, ready-to-serve, fish",35,5.06,0.01,3.64,Weight Loss
"Fish, raw, european, turbot",95,16.05,2.95,0.0,Muscle Gain
"Fast foods, caramel, sundae",196,4.71,5.98,31.81,Weight Loss
"Pie fillings, canned, apple",100,0.1,0.1,26.1,Weight Loss
"Sauce, ready-to-serve, plum",184,0.89,1.04,42.81,Weight Loss
"Ostrich, cooked, inside leg",141,29.01,1.94,0.0,Muscle Gain
"Gravy, mushroom, CAMPBELL'S",34,0.0,1.69,5.08,Weight Loss
SILK French Vanilla Creamer,133,0.0,6.67,20.0,Weight Loss
"Bread, canned, boston brown",195,5.2,1.5,43.3,Weight Loss
"Cheese, queso blanco, white",310,20.38,24.31,2.53,Muscle Gain
"Cheese, queso fresco, fresh",299,18.09,23.82,2.98,Muscle Gain
"Apricots, sweetened, frozen",98,0.7,0.1,25.1,Weight Loss
"Tomatoes, cooked, ripe, red",18,0.95,0.11,4.01,Weight Loss
"Squash, raw, baby, zucchini",21,2.71,0.4,3.11,Weight Loss
HORMEL Canadian Style Bacon,122,16.88,4.94,1.87,Muscle Gain
"McDONALD'S, QUARTER POUNDER",244,14.1,11.55,22.17,Maintain
"Pork, cooked, ground, fresh",297,25.69,20.77,0.0,Muscle Gain
"McDONALD'S, Sausage Burrito",277,11.1,15.63,22.97,Maintain
"Fish, raw, freshwater, drum",119,17.54,4.93,0.0,Muscle Gain
"BURGER KING, Chicken Strips",292,18.2,15.25,20.49,Muscle Gain
"Light ice cream, Creamsicle",165,1.54,3.08,32.75,Weight Loss
"Fish, raw, Pacific, herring",195,16.39,13.88,0.0,Muscle Gain
"PACE, Organic Picante Sauce",25,0.0,0.0,6.25,Weight Loss
"Peppers, raw, yellow, sweet",27,1.0,0.21,6.32,Weight Loss
"Fish, raw, florida, pompano",164,18.48,9.47,0.0,Muscle Gain
"Potato salad, home-prepared",143,2.68,8.2,11.17,Weight Loss
"Cheese, semisoft type, goat",364,21.58,29.84,0.12,Muscle Gain
"Game meat, raw, ground, elk",172,21.76,8.82,0.0,Muscle Gain
"Babyfood, toddler, potatoes",52,1.0,0.1,11.73,Weight Loss
"Carrots, unprepared, frozen",36,0.78,0.46,7.9,Weight Loss
"Carambola, raw, (starfruit)",31,1.04,0.33,6.73,Weight Loss
"Fast foods, chicken tenders",271,19.22,13.95,17.25,Muscle Gain
"Beans, home prepared, baked",155,5.54,5.15,21.63,Weight Loss
"SILK Light Vanilla, soymilk",33,2.47,0.82,4.12,Weight Loss
"Turnips, unprepared, frozen",16,1.04,0.16,2.94,Weight Loss
"PACE, Cilantro Chunky Salsa",25,0.0,0.0,6.25,Weight Loss
"PACE, Chipotle Chunky Salsa",25,0.0,0.0,6.25,Weight Loss
"Ham, cooked, smoked, honey",122,17.93,2.37,7.27,Muscle Gain
"Spaghetti, cooked, spinach",130,4.58,0.63,26.15,Weight Loss
"Guinea hen, raw, meat only",110,20.64,2.47,0.0,Muscle Gain
"Squash, raw, acorn, winter",40,0.8,0.1,10.42,Weight Loss
"Peppers, raw, green, sweet",20,0.86,0.17,4.64,Weight Loss
"Turkey sausage, raw, fresh",155,18.79,8.08,0.47,Muscle Gain
"DENNY'S, top sirloin steak",182,28.9,7.34,0.14,Muscle Gain
"Pomegranate juice, bottled",54,0.15,0.29,13.13,Weight Loss
"Nance, unsweetened, frozen",73,0.66,1.16,16.97,Weight Loss
"Sauce, sriracha, hot chile",93,1.93,0.93,19.16,Weight Loss
"Bread, kneel down (Navajo)",195,4.29,2.21,39.47,Weight Loss
"Fish, raw, chinook, salmon",179,19.93,10.43,0.0,Muscle Gain
"Milk, fluid, mature, human",70,1.03,4.38,6.89,Weight Loss
"Canadian bacon, unprepared",110,20.31,2.62,1.34,Muscle Gain
"BURGER KING, Vanilla Shake",168,3.19,8.74,19.03,Weight Loss
"Pumpkin, with salt, canned",34,1.1,0.28,8.09,Weight Loss
"Game meat, raw, wild, boar",122,21.51,3.33,0.0,Muscle Gain
"Cheese, nonfat, mozzarella",141,31.7,0.0,3.5,Muscle Gain
"KFC, Crispy Chicken Strips",274,20.25,15.42,13.66,Muscle Gain
"Ice creams, light, vanilla",180,4.78,4.83,29.46,Weight Loss
"Ostrich, raw, inside strip",127,23.69,2.87,0.0,Muscle Gain
"SILK Very Vanilla, soymilk",53,2.47,1.65,7.82,Weight Loss
"Fish, raw, sockeye, salmon",131,22.25,4.69,0.0,Muscle Gain
"Taro, without salt, cooked",142,0.52,0.11,34.6,Weight Loss
"Bratwurst, cooked, chicken",176,19.44,10.35,0.0,Muscle Gain
"Gravy, chicken, CAMPBELL'S",51,0.79,2.73,5.87,Weight Loss
"Fast foods, mashed, potato",89,1.65,2.82,14.65,Weight Loss
"OSCAR MAYER, Salami (hard)",368,25.9,28.7,1.6,Muscle Gain
"Milk shakes, thick vanilla",112,3.86,3.03,17.75,Weight Loss
"PACE, Thick & Chunky Salsa",25,0.0,0.0,6.25,Weight Loss
"Java-plum, raw, (jambolan)",60,0.72,0.23,15.56,Weight Loss
"Dip, original flavor, bean",119,5.44,3.7,15.89,Weight Loss
"SWANSON, Chicken A La King",71,4.7,4.03,4.03,Weight Loss
"McDONALD'S, Barbeque Sauce",165,1.55,1.22,36.93,Weight Loss
"Pasta, cooked, whole-wheat",149,5.99,1.71,30.07,Weight Loss
"Sauce, tomato based, steak",95,1.25,0.23,22.04,Weight Loss
"Carissa, raw, (natal-plum)",62,0.5,1.3,13.63,Weight Loss
"Babyfood, toddler, carrots",26,0.6,0.3,5.23,Weight Loss
SILK Strawberry soy yogurt,94,2.35,1.18,18.24,Weight Loss
"Fish, raw, american, shad",197,16.93,13.77,0.0,Muscle Gain
"Fish, raw, rainbow, smelt",97,17.63,2.42,0.0,Muscle Gain
"Cheese, low sodium, swiss",374,28.4,27.4,3.4,Muscle Gain
"Apples, without skin, raw",48,0.27,0.13,12.76,Weight Loss
"Tomatoes, canned, crushed",32,1.64,0.28,7.29,Weight Loss
"Chrysanthemum leaves, raw",24,3.36,0.56,3.01,Weight Loss
"Lentils, raw, pink or red",358,23.91,2.17,63.1,Muscle Gain
"Barbecue loaf, beef, pork",173,15.84,8.9,6.4,Muscle Gain
"Quail, raw, meat and skin",192,19.63,12.05,0.0,Muscle Gain
"Corned beef loaf, jellied",153,22.9,6.1,0.0,Muscle Gain
"Mustard, yellow, prepared",60,3.74,3.34,5.83,Weight Loss
"Rhubarb, uncooked, frozen",21,0.55,0.11,5.1,Weight Loss
"Broccoli, cooked, chinese",22,1.14,0.72,3.81,Weight Loss
"Ostrich, raw, outside leg",115,22.86,1.96,0.0,Muscle Gain
"Fish, raw, orange, roughy",76,16.41,0.7,0.0,Muscle Gain
"Lemons, without peel, raw",29,1.1,0.3,9.32,Weight Loss
"Mammy-apple, raw, (mamey)",51,0.5,0.5,12.5,Weight Loss
"Edamame, prepared, frozen",121,11.91,5.2,8.91,Weight Loss
"Sandwich spread, meatless",149,8.0,9.0,9.0,Weight Loss
"Luncheon slices, meatless",189,17.78,11.11,4.44,Muscle Gain
"Frozen yogurts, chocolate",127,3.0,3.6,21.6,Weight Loss
"Mountain yam, raw, hawaii",67,1.34,0.1,16.3,Weight Loss
"PACE, Salsa Refried Beans",60,3.33,0.0,11.67,Weight Loss
Campbell's Pork and Beans,108,4.62,1.15,19.23,Weight Loss
"PACE, Triple Pepper Salsa",47,3.13,0.0,9.38,Weight Loss
"Cheese, low fat, muenster",271,24.7,17.6,3.5,Muscle Gain
"Gravy, turkey, CAMPBELL'S",42,1.69,1.69,5.08,Weight Loss
"SILK Unsweetened, soymilk",33,2.88,1.65,1.65,Weight Loss
"PACE, Diced Green Chilies",27,0.0,0.0,6.67,Weight Loss
"Blueberries, frozen, wild",57,0.0,0.16,13.85,Weight Loss
"Lupins, raw, mature seeds",371,36.17,9.74,40.37,Muscle Gain
"Agave, cooked (Southwest)",135,0.99,0.29,32.0,Weight Loss
"Gravy, au jus, CAMPBELL'S",8,1.69,0.0,0.0,Weight Loss
"Seaweed, dried, spirulina",290,57.47,7.72,23.9,Muscle Gain
"Chicken, no broth, canned",185,25.3,8.1,0.9,Muscle Gain
"Peppered loaf, beef, pork",149,17.3,6.37,4.53,Muscle Gain
"BURGER KING, Cheeseburger",286,14.57,14.81,23.71,Maintain
"SMART SOUP, French Lentil",53,2.9,1.06,9.5,Weight Loss
"Nuts, canned, ginkgo nuts",111,2.29,1.62,22.1,Weight Loss
"Ostrich, raw, tip trimmed",114,21.85,2.3,0.0,Muscle Gain
"Ostrich, cooked, top loin",155,28.12,3.87,0.0,Muscle Gain
"Shake, vanilla, fast food",148,3.37,6.52,19.59,Weight Loss
"Fish, raw, northern, pike",88,19.26,0.69,0.0,Muscle Gain
"Jerusalem-artichokes, raw",73,2.0,0.01,17.44,Weight Loss
"Side dishes, potato salad",114,1.53,6.03,13.53,Weight Loss
"Persimmons, raw, japanese",70,0.58,0.19,18.59,Weight Loss
"SILK Light Plain, soymilk",29,2.47,0.82,3.29,Weight Loss
"Cheese, low fat, monterey",313,28.2,21.6,0.7,Muscle Gain
"Seeds, dried, lotus seeds",332,15.41,1.97,64.47,Muscle Gain
SILK Raspberry soy yogurt,88,2.35,1.18,17.65,Weight Loss
SILK Blueberry soy yogurt,88,2.35,1.18,17.06,Weight Loss
"Sweet potato leaves, raw",42,2.49,0.51,8.82,Weight Loss
"Pheasant, meat only, raw",133,23.57,3.64,0.0,Muscle Gain
"Fish, raw, Atlantic, cod",82,17.81,0.67,0.0,Muscle Gain
"Turkey bacon, microwaved",368,29.5,25.87,4.24,Muscle Gain
"Ham, not canned, chopped",180,16.5,10.3,4.2,Muscle Gain
"WENDY'S, Chicken Nuggets",326,16.46,22.55,14.31,Muscle Gain
"Pork, raw, ground, fresh",263,16.88,21.19,0.0,Muscle Gain
"Beef stew, canned entree",99,4.41,5.53,7.85,Weight Loss
"Honey roll sausage, beef",182,18.58,10.5,2.18,Muscle Gain
"Kale, unprepared, frozen",28,2.66,0.46,4.9,Weight Loss
"Mushrooms, raw, shiitake",34,2.24,0.49,6.79,Weight Loss
"Milk, non-soy, imitation",46,1.6,2.0,5.3,Weight Loss
"New Zealand spinach, raw",14,1.5,0.2,2.5,Weight Loss
"PACE, Tequila Lime Salsa",47,0.0,0.0,9.38,Weight Loss
"Lettuce, raw, green leaf",15,1.36,0.15,2.87,Weight Loss
"Fish, raw, white, sucker",92,16.76,2.32,0.0,Muscle Gain
"Peppers, raw, red, sweet",31,0.99,0.3,6.03,Weight Loss
"Ostrich, raw, inside leg",111,22.39,1.72,0.0,Muscle Gain
"SILK Plus Fiber, soymilk",41,2.47,1.44,5.76,Weight Loss
"Corn, raw, yellow, sweet",86,3.27,1.35,18.7,Weight Loss
"Pork, pickled pork hocks",171,19.11,10.54,0.0,Muscle Gain
"Chili with beans, canned",103,6.12,3.76,13.24,Weight Loss
"Beans, raw, yellow, snap",31,1.82,0.12,7.13,Weight Loss
"Ostrich, raw, tenderloin",123,22.07,3.19,0.0,Muscle Gain
"McDONALD'S, Egg McMUFFIN",228,13.64,9.66,21.67,Maintain
"CAMPBELL'S, Tomato juice",21,0.82,0.0,4.12,Weight Loss
"Guanabana nectar, canned",59,0.11,0.17,14.93,Weight Loss
"McDONALD'S, FILET-O-FISH",282,11.26,14.64,26.39,Maintain
"McDONALD'S, Cheeseburger",263,12.97,11.79,27.81,Maintain
"Peas, raw, edible-podded",42,2.8,0.2,7.55,Weight Loss
"Fish, raw, striped, bass",97,17.73,2.33,0.0,Muscle Gain
"Game meat, raw, squirrel",120,21.23,3.21,0.0,Muscle Gain
"Jellyfish, salted, dried",36,5.5,1.4,0.0,Weight Loss
"Spices, dried, dill weed",253,19.96,4.36,55.82,Muscle Gain
"Beans, raw, in pod, fava",88,7.92,0.73,17.63,Weight Loss
"Pickle relish, hamburger",129,0.63,0.54,34.48,Weight Loss
"Fish, raw, walleye, pike",93,19.14,1.22,0.0,Muscle Gain
"Jew's ear, raw, (pepeao)",25,0.48,0.04,6.75,Weight Loss
"Turkey bacon, unprepared",226,15.94,16.93,1.89,Muscle Gain
"Turkey and gravy, frozen",67,5.88,2.63,4.61,Weight Loss
"Cucumber, raw, with peel",15,0.65,0.11,3.63,Weight Loss
"Cowpeas, raw, leafy tips",29,4.1,0.25,4.82,Weight Loss
"Yogurt, non-fat, vanilla",78,2.94,0.0,17.04,Weight Loss
"Game meat, raw, antelope",114,22.38,2.03,0.0,Muscle Gain
"Cherries, raw, red, sour",50,1.0,0.3,12.18,Weight Loss
"Cabbage, salted, mustard",28,1.1,0.1,5.63,Weight Loss
"Blackberry juice, canned",38,0.3,0.6,7.8,Weight Loss
"Okra, unprepared, frozen",30,1.69,0.25,6.63,Weight Loss
SILK Key Lime soy yogurt,88,2.35,1.18,17.65,Weight Loss
"Beans, raw, green, snap",31,1.83,0.22,6.97,Weight Loss
"Cheese, fat free, cream",105,15.69,1.0,7.66,Muscle Gain
"Water, generic, bottled",0,0.0,0.0,0.0,Weight Loss
"Milk, fluid, low sodium",61,3.1,3.46,4.46,Weight Loss
"Cauliflower, raw, green",31,2.95,0.3,6.09,Weight Loss
"DENNY'S, chicken strips",295,19.17,14.5,22.03,Muscle Gain
"Fish, raw, chum, salmon",120,20.14,3.77,0.0,Muscle Gain
"Fish, smoked, sablefish",257,17.65,20.14,0.0,Muscle Gain
"Malabar spinach, cooked",23,2.98,0.78,2.71,Weight Loss
"Peppers, raw, hungarian",29,0.8,0.41,6.7,Weight Loss
"Pumpkin pie mix, canned",104,1.09,0.13,26.39,Weight Loss
"Seaweed, raw, irishmoss",49,1.51,0.16,12.29,Weight Loss
"Game meat, raw, muskrat",162,20.76,8.1,0.0,Muscle Gain
"Pickles, sour, cucumber",11,0.33,0.2,2.26,Weight Loss
"Fish, raw, pink, salmon",127,20.5,4.4,0.0,Muscle Gain
Octopus (Alaska Native),56,12.3,0.8,0.0,Weight Loss
"Ostrich, cooked, oyster",159,28.81,3.97,0.0,Muscle Gain
"Tamarind nectar, canned",57,0.09,0.12,14.73,Weight Loss
"Pears, green anjou, raw",66,0.44,0.1,15.79,Weight Loss
"Gravy, beef, CAMPBELL'S",42,1.69,1.69,5.08,Weight Loss
"Seaweed, raw, spirulina",26,5.92,0.39,2.42,Weight Loss
"Soy meal, raw, defatted",337,49.2,2.39,35.89,Muscle Gain
"Milk, dried, buttermilk",387,34.3,5.78,49.0,Muscle Gain
"Barley, cooked, pearled",123,2.26,0.44,28.22,Weight Loss
"Babyfood, orange, juice",45,0.6,0.3,10.2,Weight Loss
"Guavas, raw, strawberry",69,0.58,0.6,17.36,Weight Loss
"Cheese, soft type, goat",264,18.52,21.08,0.0,Muscle Gain
"Radishes, raw, oriental",18,0.6,0.1,4.1,Weight Loss
"Mushrooms, raw, maitake",31,1.94,0.19,6.97,Weight Loss
"Taro, with salt, cooked",142,0.52,0.11,34.6,Weight Loss
"Melons, raw, cantaloupe",34,0.84,0.19,8.16,Weight Loss
"Persimmons, raw, native",127,0.8,0.4,33.5,Weight Loss
"KASHI, Blueberry Waffle",192,5.7,7.1,34.6,Weight Loss
"Game meat, raw, caribou",127,22.63,3.36,0.0,Muscle Gain
"Oranges, with peel, raw",63,1.3,0.3,15.5,Weight Loss
"Seeds, raw, lotus seeds",89,4.13,0.53,17.28,Weight Loss
"Gravy, canned, mushroom",50,1.26,2.71,5.47,Weight Loss
"Spices, dried, tarragon",295,22.77,7.24,50.22,Muscle Gain
"SILK Chocolate, soymilk",58,2.06,1.44,9.47,Weight Loss
"Fish, salted, mackerel",305,18.5,25.1,0.0,Muscle Gain
"Apples, with skin, raw",52,0.26,0.17,13.81,Weight Loss
"Bologna, beef and pork",308,15.2,24.59,5.49,Muscle Gain
"Beverages, cola, ZEVIA",0,0.0,0.0,1.13,Weight Loss
"Fast foods, taco salad",141,6.68,7.46,11.91,Weight Loss
"Hearts of palm, canned",28,2.52,0.62,4.62,Weight Loss
"Fish, raw, ocean, pout",79,16.64,0.91,0.0,Muscle Gain
"Bread, sprouted, wheat",188,13.16,0.0,33.88,Weight Loss
"Spices, dried, chervil",237,23.2,3.9,49.1,Muscle Gain
"Babyfood, apple, juice",47,0.0,0.1,11.7,Weight Loss
"Spices, dried, parsley",292,26.63,5.48,50.64,Muscle Gain
"Egg, fresh, raw, white",52,10.9,0.17,0.73,Weight Loss
"Egg, fresh, raw, whole",143,12.56,9.51,0.72,Weight Loss
"Mushrooms, raw, oyster",33,3.31,0.41,6.09,Weight Loss
"Ice creams, strawberry",192,3.2,8.4,27.6,Weight Loss
"Hominy, yellow, canned",72,1.48,0.88,14.26,Weight Loss
"Cheese, low fat, swiss",179,28.4,5.1,3.4,Muscle Gain
"Lettuce, raw, red leaf",16,1.33,0.22,2.26,Weight Loss
"Game meat, raw, beaver",146,24.05,4.8,0.0,Muscle Gain
"Butterbur, raw, (fuki)",14,0.39,0.04,3.61,Weight Loss
"Cheese, hard, parmesan",392,35.75,25.83,3.22,Muscle Gain
"Pickle relish, hot dog",91,1.5,0.46,23.35,Weight Loss
Chickpea flour (besan),387,22.39,6.69,57.82,Muscle Gain
"Peanut flour, defatted",327,52.2,0.55,34.7,Muscle Gain
"KASHI, Original Waffle",197,6.0,7.4,35.4,Weight Loss
"Amaranth grain, cooked",102,3.8,1.58,18.69,Weight Loss
"Falafel, home-prepared",333,13.31,17.8,31.84,Maintain
"Melon, banana (Navajo)",21,0.84,0.2,4.06,Weight Loss
"Mortadella, pork, beef",311,16.37,25.39,3.05,Muscle Gain
"Wheat, hard red spring",329,15.4,1.92,68.03,Muscle Gain
"BURGER KING, Hamburger",261,14.85,10.55,26.76,Maintain
"Spices, fenugreek seed",323,23.0,6.41,58.35,Muscle Gain
"Babyfood, junior, turkey, meat",111,11.5,6.2,1.4,Weight Loss
"Soup, vegetable broth, SWANSON",6,0.23,0.07,1.02,Weight Loss
"Beans, with beef, canned, baked",121,6.38,3.45,16.91,Weight Loss
"Beans, raw, mature seeds, pinto",347,21.42,1.23,62.55,Muscle Gain
"Yogurt, whole milk, fruit, Greek",106,7.33,3.0,12.29,Weight Loss
Soy sauce made from soy (tamari),60,10.51,0.1,5.57,Weight Loss
"Hyacinth beans, raw, mature seeds",344,23.9,1.69,60.74,Muscle Gain
"Cloudberries, raw (Alaska Native)",51,2.4,0.8,8.6,Weight Loss
"Cherries, sweetened, frozen, sweet",89,1.15,0.13,22.36,Weight Loss
"SPAGHETTIOS, SpaghettiOs  A to Z's",67,2.38,0.4,13.89,Weight Loss
"Dip, original flavor, bean, FRITO'S",119,5.44,3.7,15.89,Weight Loss
"Cowpeas, raw, young pods with seeds",44,3.3,0.3,9.5,Weight Loss
"Soy protein isolate, potassium type",321,88.32,0.53,2.59,Muscle Gain
"Babyfood, junior, applesauce, fruit",37,0.0,0.0,10.3,Weight Loss
"Mollusks, raw, mixed species, squid",92,15.58,1.38,3.08,Muscle Gain
"Whale, eyes (Alaska Native), beluga",291,19.6,23.3,0.0,Muscle Gain
"Sauce, ready-to-serve, verde, salsa",38,1.13,0.89,6.36,Weight Loss
"Walrus, dried (Alaska Native), meat",251,57.0,2.6,0.0,Muscle Gain
"Seal, liver (Alaska Native), ringed",116,18.6,3.3,2.9,Muscle Gain
"Restaurant, sesame chicken, Chinese",293,14.33,14.25,26.88,Maintain
"Crustaceans, raw, alaska king, crab",84,18.29,0.6,0.0,Muscle Gain
"Fish, raw, mixed species, whitefish",134,19.09,5.86,0.0,Muscle Gain
"Game meat, roasted, cooked, caribou",167,29.77,4.42,0.0,Muscle Gain
"CAMPBELL'S, V8 100% Vegetable Juice",21,0.82,0.0,4.12,Weight Loss
"Oranges, valencias, California, raw",49,1.04,0.3,11.89,Weight Loss
"Beans, no salt added, canned, baked",105,4.8,0.4,20.49,Weight Loss
"Lasagna, unprepared, frozen, cheese",145,5.06,4.22,21.61,Weight Loss
